 29184
  2455518.3966550929471850    -90.03     12.00   1937.14    666.00    290.00      2.71      1.83     10.92     10.40   -259.10    149.80
  2455518.3966550929471850    -90.03     12.00   1985.11   9999.99   9999.99   9999.99   9999.99     10.13   9999.99   9999.99   9999.99
  2455518.3966550929471850    -90.03     12.00   2033.07   9999.99   9999.99   9999.99   9999.99     10.13   9999.99   9999.99   9999.99
  2455518.3966550929471850    -90.03     12.00   2081.04   9999.99   9999.99   9999.99   9999.99     10.13   9999.99   9999.99   9999.99
  2455518.3966550929471850    -90.03     12.00   2129.01   9999.99   9999.99   9999.99   9999.99     10.86   9999.99   9999.99   9999.99
  2455518.3966550929471850    -90.03     12.00   2176.97   9999.99   9999.99   9999.99   9999.99     11.03   9999.99   9999.99   9999.99
  2455518.3966550929471850    -90.03     12.00   2224.94   2386.00    749.00      1.55      0.74     10.82     10.45   -536.60    404.30
  2455518.3971527782268822    -90.03     12.00    450.17    157.00     19.00      1.00      0.00     10.25      9.15    -79.00     24.80
  2455518.3971527782268822    -90.03     12.00    498.14    220.00     12.00      1.00      0.00     10.30      8.96    -36.10     19.30
  2455518.3971527782268822    -90.03     12.00    546.10    619.00     37.00      0.54      0.06     10.46      8.68    -10.70      9.20
  2455518.3971527782268822    -90.03     12.00    594.07    594.00     37.00      0.89      0.08     10.48      8.77     -1.40     10.90
  2455518.3971527782268822    -90.03     12.00    642.04    915.00     56.00      0.75      0.07     10.65      8.91      1.10     13.60
  2455518.3971527782268822    -90.03     12.00    690.00   1033.00     41.00      0.91      0.05     10.85      8.95    -10.00     10.80
  2455518.3971527782268822    -90.03     12.00    737.97    934.00     19.00      1.13      0.03     11.16      9.04    -27.90      6.70
  2455518.3971527782268822    -90.03     12.00    785.94    900.00     12.00      1.25      0.02     11.36      9.12    -30.90      5.00
  2455518.3971527782268822    -90.03     12.00    833.90    902.00     11.00      1.34      0.02     11.49      9.22    -27.00      4.60
  2455518.3971527782268822    -90.03     12.00    881.87    916.00      9.00      1.45      0.02     11.58      9.24    -27.20      3.80
  2455518.3971527782268822    -90.03     12.00    929.84    924.00      9.00      1.59      0.02     11.56      9.26    -17.50      4.00
  2455518.3971527782268822    -90.03     12.00    977.80    933.00      9.00      1.73      0.02     11.56      9.28    -12.80      3.90
  2455518.3971527782268822    -90.03     12.00   1025.77    931.00     11.00      1.87      0.03     11.46      9.28     -3.90      4.60
  2455518.3971527782268822    -90.03     12.00   1073.74    907.00     12.00      2.08      0.04     11.40      9.31      3.20      5.20
  2455518.3971527782268822    -90.03     12.00   1121.70    920.00     13.00      2.13      0.04     11.32      9.30      8.40      5.90
  2455518.3971527782268822    -90.03     12.00   1169.67    952.00     19.00      2.12      0.06     11.23      9.37     20.80      8.40
  2455518.3971527782268822    -90.03     12.00   1217.64    989.00     26.00      2.13      0.08     11.10      9.36      8.00     11.30
  2455518.3971527782268822    -90.03     12.00   1265.60   1083.00     40.00      1.98      0.10     11.09      9.47     17.40     16.40
  2455518.3971527782268822    -90.03     12.00   1313.57   1161.00     46.00      1.94      0.10     10.97      9.36     -0.20     17.70
  2455518.3971527782268822    -90.03     12.00   1361.54   1206.00     60.00      1.94      0.13     11.08      9.59    -21.00     22.90
  2455518.3971527782268822    -90.03     12.00   1409.50   1213.00     78.00      2.08      0.17     10.95      9.58      2.10     29.60
  2455518.3971527782268822    -90.03     12.00   1457.47   1270.00    113.00      2.17      0.25     10.29      9.07     21.20     42.30
  2455518.3971527782268822    -90.03     12.00   1505.44   1356.00    149.00      1.96      0.29     11.01      9.86    -16.10     54.00
  2455518.3971527782268822    -90.03     12.00   1553.41   9999.99   9999.99   9999.99   9999.99     11.01   9999.99   9999.99   9999.99
  2455518.3971527782268822    -90.03     12.00   1601.37   1810.00    279.00      1.88      0.38     11.11     10.11   -188.10     85.80
  2455518.3971527782268822    -90.03     12.00   1649.34   1722.00    237.00      2.29      0.39     10.81      9.80   -253.60     78.50
  2455518.3971527782268822    -90.03     12.00   1697.31   1660.00    300.00      2.58      0.50     10.69      9.79   -171.40     96.20
  2455518.3971527782268822    -90.03     12.00   1745.27   1748.00    320.00      2.61      0.61     10.47      9.61   -184.20    100.90
  2455518.3971527782268822    -90.03     12.00   1793.24   1417.00    357.00      3.02      1.02     10.71     10.07   -201.90    125.10
  2455518.3971527782268822    -90.03     12.00   1841.21   1082.00    359.00      4.06      1.84     10.79     10.26   -330.10    111.90
  2455518.3971527782268822    -90.03     12.00   1889.17   9999.99   9999.99   9999.99   9999.99     10.79   9999.99   9999.99   9999.99
  2455518.3971527782268822    -90.03     12.00   1937.14   1477.00    383.00      4.51      1.67     10.81     10.31    134.50    111.40
  2455518.3971527782268822    -90.03     12.00   1985.11   9999.99   9999.99   9999.99   9999.99      9.89   9999.99   9999.99   9999.99
  2455518.3971527782268822    -90.03     12.00   2033.07   2751.00    763.00      1.94      0.54     10.94     10.34   -444.30    345.90
  2455518.3971527782268822    -90.03     12.00   2081.04   1170.00    298.00      5.45      1.61     10.12      9.70   -373.60    101.30
  2455518.3971527782268822    -90.03     12.00   2129.01   9999.99   9999.99   9999.99   9999.99     10.12   9999.99   9999.99   9999.99
  2455518.3971527782268822    -90.03     12.00   2176.97   1293.00    310.00      6.11      2.22     10.97     10.73    -26.50    219.90
  2455518.3971527782268822    -90.03     12.00   2224.94   9999.99   9999.99   9999.99   9999.99     10.97   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00    450.17    328.00     79.00      1.00      0.00     10.16      8.82   -123.80     12.00
  2455518.3978472226299345    -90.03     12.00    498.14    461.00     58.00      1.00      0.00     10.22      8.70    -45.90     11.80
  2455518.3978472226299345    -90.03     12.00    546.10    764.00     84.00      0.28      0.08     10.32      8.75    -16.70     14.70
  2455518.3978472226299345    -90.03     12.00    594.07    725.00     55.00      0.65      0.08     10.37      8.72    -25.60     13.90
  2455518.3978472226299345    -90.03     12.00    642.04   1001.00     70.00      0.69      0.07     10.61      8.93    -21.80     15.60
  2455518.3978472226299345    -90.03     12.00    690.00   1038.00     52.00      0.90      0.06     10.83      9.03     -1.10     13.70
  2455518.3978472226299345    -90.03     12.00    737.97    928.00     29.00      1.15      0.05     11.10      9.18     -4.00     10.30
  2455518.3978472226299345    -90.03     12.00    785.94    872.00     16.00      1.31      0.03     11.28      9.19     -9.10      6.70
  2455518.3978472226299345    -90.03     12.00    833.90    873.00     12.00      1.43      0.03     11.46      9.25     -5.00      5.00
  2455518.3978472226299345    -90.03     12.00    881.87    884.00      9.00      1.55      0.02     11.54      9.25     -9.40      4.10
  2455518.3978472226299345    -90.03     12.00    929.84    872.00      9.00      1.73      0.02     11.56      9.28    -12.50      3.90
  2455518.3978472226299345    -90.03     12.00    977.80    866.00      9.00      1.91      0.03     11.49      9.25    -15.60      3.90
  2455518.3978472226299345    -90.03     12.00   1025.77    876.00     11.00      2.03      0.03     11.40      9.28    -20.80      5.00
  2455518.3978472226299345    -90.03     12.00   1073.74    862.00     12.00      2.20      0.04     11.38      9.34    -23.70      5.30
  2455518.3978472226299345    -90.03     12.00   1121.70    859.00     13.00      2.33      0.05     11.26      9.30    -19.50      6.00
  2455518.3978472226299345    -90.03     12.00   1169.67    871.00     19.00      2.37      0.07     11.22      9.42    -26.00      8.60
  2455518.3978472226299345    -90.03     12.00   1217.64    884.00     26.00      2.43      0.09     11.05      9.39    -27.70     11.90
  2455518.3978472226299345    -90.03     12.00   1265.60    882.00     36.00      2.55      0.14     11.10      9.62    -26.10     17.00
  2455518.3978472226299345    -90.03     12.00   1313.57    910.00     48.00      2.61      0.19     10.88      9.52    -21.50     22.30
  2455518.3978472226299345    -90.03     12.00   1361.54   1002.00     80.00      2.55      0.23     10.35      9.09    -24.00     34.10
  2455518.3978472226299345    -90.03     12.00   1409.50    978.00     83.00      2.52      0.30     10.73      9.59      4.40     37.50
  2455518.3978472226299345    -90.03     12.00   1457.47   1157.00    149.00      1.99      0.34     10.83      9.76     13.00     59.00
  2455518.3978472226299345    -90.03     12.00   1505.44   1258.00    206.00      1.78      0.40     10.73      9.74    -72.10     77.00
  2455518.3978472226299345    -90.03     12.00   1553.41   1171.00    220.00      2.05      0.52     10.79      9.88    -87.10     86.10
  2455518.3978472226299345    -90.03     12.00   1601.37   9999.99   9999.99   9999.99   9999.99     10.79   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   1649.34    972.00    251.00      2.50      1.02     10.58      9.90   -158.20    110.40
  2455518.3978472226299345    -90.03     12.00   1697.31   1045.00    450.00      2.57      1.29     11.01     10.47   -100.70    179.90
  2455518.3978472226299345    -90.03     12.00   1745.27   9999.99   9999.99   9999.99   9999.99     11.01   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   1793.24   9999.99   9999.99   9999.99   9999.99     10.73   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   1841.21    734.00    238.00      2.98      1.32     10.71     10.07     76.30     94.70
  2455518.3978472226299345    -90.03     12.00   1889.17    723.00    210.00      4.32      1.87     10.76     10.22   -321.70     97.90
  2455518.3978472226299345    -90.03     12.00   1937.14   9999.99   9999.99   9999.99   9999.99     10.76   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   1985.11   9999.99   9999.99   9999.99   9999.99     10.76   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   2033.07   3055.00   1208.00      2.48      1.27     10.98     10.54    262.20    273.80
  2455518.3978472226299345    -90.03     12.00   2081.04   9999.99   9999.99   9999.99   9999.99     10.65   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   2129.01   9999.99   9999.99   9999.99   9999.99     10.65   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   2176.97   9999.99   9999.99   9999.99   9999.99     10.65   9999.99   9999.99   9999.99
  2455518.3978472226299345    -90.03     12.00   2224.94   9999.99   9999.99   9999.99   9999.99     10.40   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00    450.17    340.00     47.00      1.00      0.00     10.13      8.61    -86.00      9.20
  2455518.3985416670329869    -90.03     12.00    498.14    463.00     50.00      1.00      0.00     10.29      8.74     -8.40     11.80
  2455518.3985416670329869    -90.03     12.00    546.10    633.00     54.00      0.45      0.08     10.41      8.78    -11.90     12.70
  2455518.3985416670329869    -90.03     12.00    594.07    696.00     39.00      0.64      0.06     10.35      8.55     -6.70      9.50
  2455518.3985416670329869    -90.03     12.00    642.04    974.00     54.00      0.64      0.06     10.62      8.82     -4.60     11.80
  2455518.3985416670329869    -90.03     12.00    690.00   1044.00     39.00      0.88      0.05     10.90      8.98     -7.50     10.30
  2455518.3985416670329869    -90.03     12.00    737.97    954.00     20.00      1.10      0.03     11.16      9.04    -17.90      6.70
  2455518.3985416670329869    -90.03     12.00    785.94    887.00     13.00      1.28      0.02     11.41      9.19    -19.00      5.10
  2455518.3985416670329869    -90.03     12.00    833.90    868.00     10.00      1.46      0.02     11.51      9.23    -14.00      4.20
  2455518.3985416670329869    -90.03     12.00    881.87    863.00      8.00      1.61      0.02     11.60      9.27     -5.00      3.60
  2455518.3985416670329869    -90.03     12.00    929.84    847.00      8.00      1.78      0.02     11.62      9.32     -3.60      3.50
  2455518.3985416670329869    -90.03     12.00    977.80    843.00      9.00      1.93      0.03     11.55      9.32     -6.30      3.90
  2455518.3985416670329869    -90.03     12.00   1025.77    862.00     10.00      2.00      0.03     11.52      9.36     -6.90      4.50
  2455518.3985416670329869    -90.03     12.00   1073.74    884.00     14.00      2.02      0.04     11.42      9.40     -9.80      6.20
  2455518.3985416670329869    -90.03     12.00   1121.70    886.00     14.00      2.12      0.05     11.35      9.37     -8.10      6.30
  2455518.3985416670329869    -90.03     12.00   1169.67    893.00     18.00      2.18      0.06     11.28      9.42    -18.40      8.00
  2455518.3985416670329869    -90.03     12.00   1217.64    904.00     27.00      2.25      0.09     11.04      9.36    -12.60     11.90
  2455518.3985416670329869    -90.03     12.00   1265.60    887.00     29.00      2.43      0.10     11.08      9.47     -4.50     13.40
  2455518.3985416670329869    -90.03     12.00   1313.57    882.00     38.00      2.62      0.15     11.11      9.65    -23.70     18.10
  2455518.3985416670329869    -90.03     12.00   1361.54    871.00     42.00      2.68      0.18     11.02      9.61    -11.80     20.10
  2455518.3985416670329869    -90.03     12.00   1409.50    891.00     53.00      2.71      0.23     10.91      9.60     12.10     25.00
  2455518.3985416670329869    -90.03     12.00   1457.47    966.00     96.00      2.47      0.30     10.71      9.54     23.30     40.80
  2455518.3985416670329869    -90.03     12.00   1505.44   1116.00    186.00      2.17      0.40     10.36      9.37     33.40     73.80
  2455518.3985416670329869    -90.03     12.00   1553.41   1261.00    256.00      1.94      0.43     10.97     10.05    102.50     94.20
  2455518.3985416670329869    -90.03     12.00   1601.37   9999.99   9999.99   9999.99   9999.99     10.97   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   1649.34   2064.00    607.00      1.47      0.57     10.44      9.88    -63.80    174.50
  2455518.3985416670329869    -90.03     12.00   1697.31   9999.99   9999.99   9999.99   9999.99     10.44   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   1745.27   3429.00   1576.00      2.22      1.31      9.55      9.07   -163.30    349.60
  2455518.3985416670329869    -90.03     12.00   1793.24   9999.99   9999.99   9999.99   9999.99     10.47   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   1841.21   3550.00   2148.00      0.90      0.72     10.80     10.19   -587.70    371.70
  2455518.3985416670329869    -90.03     12.00   1889.17   9999.99   9999.99   9999.99   9999.99     10.32   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   1937.14   1743.00    503.00      0.58      0.47     11.03     10.42    -56.60    278.60
  2455518.3985416670329869    -90.03     12.00   1985.11   9999.99   9999.99   9999.99   9999.99     11.03   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   2033.07   9999.99   9999.99   9999.99   9999.99     10.44   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   2081.04   9999.99   9999.99   9999.99   9999.99     10.96   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   2129.01   9999.99   9999.99   9999.99   9999.99     10.96   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   2176.97   9999.99   9999.99   9999.99   9999.99     11.02   9999.99   9999.99   9999.99
  2455518.3985416670329869    -90.03     12.00   2224.94   9999.99   9999.99   9999.99   9999.99     11.02   9999.99   9999.99   9999.99
  2455518.3992361114360392    -90.03     12.00    450.17    381.00     54.00      1.00      0.00      9.87      8.35    -73.10      9.40
  2455518.3992361114360392    -90.03     12.00    498.14    447.00     41.00      1.00      0.00     10.19      8.61    -15.20     11.30
  2455518.3992361114360392    -90.03     12.00    546.10    718.00     60.00      0.31      0.05     10.25      8.51     -2.10      8.80
  2455518.3992361114360392    -90.03     12.00    594.07    687.00     37.00      0.64      0.06     10.46      8.65    -12.00      9.40
  2455518.3992361114360392    -90.03     12.00    642.04    953.00     57.00      0.68      0.06     10.57      8.81    -25.10     12.90
  2455518.3992361114360392    -90.03     12.00    690.00   1008.00     39.00      0.92      0.05     10.80      8.90    -21.50     10.50
  2455518.3992361114360392    -90.03     12.00    737.97    890.00     19.00      1.16      0.03     11.10      9.01    -16.90      7.00
  2455518.3992361114360392    -90.03     12.00    785.94    853.00     12.00      1.30      0.02     11.32      9.09    -14.90      4.90
  2455518.3992361114360392    -90.03     12.00    833.90    862.00      9.00      1.39      0.02     11.44      9.09    -14.30      3.70
  2455518.3992361114360392    -90.03     12.00    881.87    874.00      7.00      1.50      0.02     11.53      9.13    -11.70      3.20
  2455518.3992361114360392    -90.03     12.00    929.84    875.00      7.00      1.66      0.02     11.51      9.14     -8.60      3.20
  2455518.3992361114360392    -90.03     12.00    977.80    887.00     10.00      1.77      0.03     11.52      9.29    -11.10      4.30
  2455518.3992361114360392    -90.03     12.00   1025.77    892.00     12.00      1.93      0.03     11.47      9.35     -9.20      5.00
  2455518.3992361114360392    -90.03     12.00   1073.74    905.00     14.00      2.01      0.04     11.35      9.33    -14.50      6.30
  2455518.3992361114360392    -90.03     12.00   1121.70    932.00     19.00      2.07      0.06     11.31      9.43    -17.20      8.50
  2455518.3992361114360392    -90.03     12.00   1169.67    959.00     23.00      2.11      0.07     11.16      9.37     -2.30     10.10
  2455518.3992361114360392    -90.03     12.00   1217.64    984.00     30.00      2.12      0.09     11.06      9.36     -1.50     12.90
  2455518.3992361114360392    -90.03     12.00   1265.60    990.00     34.00      2.20      0.10     11.12      9.50     31.80     14.80
  2455518.3992361114360392    -90.03     12.00   1313.57    969.00     42.00      2.35      0.14     11.01      9.50     57.30     18.50
  2455518.3992361114360392    -90.03     12.00   1361.54    962.00     46.00      2.57      0.17     10.98      9.53     53.40     19.90
  2455518.3992361114360392    -90.03     12.00   1409.50    992.00     63.00      2.53      0.22     10.77      9.44     78.00     26.90
  2455518.3992361114360392    -90.03     12.00   1457.47   1002.00     77.00      2.66      0.25     10.76      9.51     75.10     32.20
  2455518.3992361114360392    -90.03     12.00   1505.44   1150.00    112.00      2.38      0.28     10.88      9.70     13.40     43.90
  2455518.3992361114360392    -90.03     12.00   1553.41   9999.99   9999.99   9999.99   9999.99     10.88   9999.99   9999.99   9999.99
  2455518.3992361114360392    -90.03     12.00   1601.37   1310.00    230.00      2.03      0.46     11.00     10.05    -42.10     84.30
  2455518.3992361114360392    -90.03     12.00   1649.34   1391.00    249.00      1.88      0.46     10.55      9.65     37.90    110.20
  2455518.3992361114360392    -90.03     12.00   1697.31   1451.00    288.00      1.93      0.48     10.69      9.83    120.40    122.40
  2455518.3992361114360392    -90.03     12.00   1745.27   1424.00    282.00      2.05      0.56     10.62      9.80     39.90    125.60
  2455518.3992361114360392    -90.03     12.00   1793.24   1215.00    477.00      2.87      1.15     10.01      9.36    322.50    185.70
  2455518.3992361114360392    -90.03     12.00   1841.21   1015.00    173.00      5.48      0.89     10.68     10.04    -72.20     74.90
  2455518.3992361114360392    -90.03     12.00   1889.17    818.00     55.00      7.51      1.29     10.74      9.98    -57.80     38.70
  2455518.3992361114360392    -90.03     12.00   1937.14   2157.00   1467.00      1.31      0.93     10.34      9.77   1488.20    334.60
  2455518.3992361114360392    -90.03     12.00   1985.11     80.00     96.00      2.57      1.97     10.82     10.35     35.60    118.90
  2455518.3992361114360392    -90.03     12.00   2033.07   9999.99   9999.99   9999.99   9999.99     10.82   9999.99   9999.99   9999.99
  2455518.3992361114360392    -90.03     12.00   2081.04    919.00    342.00      2.75      0.98     10.45      9.95   1100.80    268.10
  2455518.3992361114360392    -90.03     12.00   2129.01   1352.00    856.00      3.46      3.59     10.68     10.48    993.10    296.90
  2455518.3992361114360392    -90.03     12.00   2176.97   9999.99   9999.99   9999.99   9999.99     10.68   9999.99   9999.99   9999.99
  2455518.3992361114360392    -90.03     12.00   2224.94   4899.00   4678.00      1.25      1.51     10.93     10.62   1959.80    862.60
  2455518.3999305563047528    -90.03     12.00    450.17    385.00     52.00      1.00      0.00     10.05      8.51    -97.00      8.80
  2455518.3999305563047528    -90.03     12.00    498.14    536.00     50.00      1.00      0.00     10.35      8.73    -34.90     11.10
  2455518.3999305563047528    -90.03     12.00    546.10    699.00     55.00      0.43      0.06     10.18      8.47    -30.50     10.80
  2455518.3999305563047528    -90.03     12.00    594.07    742.00     41.00      0.67      0.06     10.47      8.67    -33.10     10.20
  2455518.3999305563047528    -90.03     12.00    642.04   1038.00     45.00      0.67      0.05     10.59      8.69    -14.00      9.60
  2455518.3999305563047528    -90.03     12.00    690.00   1047.00     37.00      0.89      0.04     10.71      8.77      9.20      9.80
  2455518.3999305563047528    -90.03     12.00    737.97    928.00     20.00      1.14      0.03     11.12      9.03     -4.80      7.00
  2455518.3999305563047528    -90.03     12.00    785.94    876.00     13.00      1.32      0.03     11.25      9.07    -10.30      5.50
  2455518.3999305563047528    -90.03     12.00    833.90    861.00     10.00      1.42      0.02     11.43      9.18    -13.30      4.50
  2455518.3999305563047528    -90.03     12.00    881.87    869.00      9.00      1.56      0.02     11.49      9.18    -19.00      3.80
  2455518.3999305563047528    -90.03     12.00    929.84    869.00      8.00      1.69      0.02     11.48      9.18    -15.30      3.70
  2455518.3999305563047528    -90.03     12.00    977.80    889.00      9.00      1.77      0.02     11.48      9.21    -21.00      3.90
  2455518.3999305563047528    -90.03     12.00   1025.77    894.00     10.00      1.88      0.03     11.43      9.22    -22.40      4.20
  2455518.3999305563047528    -90.03     12.00   1073.74    922.00     12.00      1.92      0.03     11.32      9.21    -17.60      5.10
  2455518.3999305563047528    -90.03     12.00   1121.70    931.00     13.00      2.00      0.04     11.32      9.26    -23.50      5.70
  2455518.3999305563047528    -90.03     12.00   1169.67    922.00     18.00      2.19      0.05     11.11      9.23    -32.20      7.80
  2455518.3999305563047528    -90.03     12.00   1217.64    948.00     21.00      2.26      0.07     11.16      9.36    -19.20      9.40
  2455518.3999305563047528    -90.03     12.00   1265.60    948.00     25.00      2.36      0.09     11.10      9.39    -27.50     11.30
  2455518.3999305563047528    -90.03     12.00   1313.57    976.00     37.00      2.37      0.12     10.75      9.19    -52.50     16.40
  2455518.3999305563047528    -90.03     12.00   1361.54   1122.00     64.00      1.96      0.15     11.02      9.57    -41.80     25.40
  2455518.3999305563047528    -90.03     12.00   1409.50   1211.00    100.00      1.68      0.18     10.73      9.42   -101.60     37.70
  2455518.3999305563047528    -90.03     12.00   1457.47   1405.00    180.00      1.46      0.25     10.67      9.51    -94.20     61.50
  2455518.3999305563047528    -90.03     12.00   1505.44   1459.00    217.00      1.32      0.26     10.87      9.74    -60.10     70.70
  2455518.3999305563047528    -90.03     12.00   1553.41   9999.99   9999.99   9999.99   9999.99     10.87   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   1601.37   1389.00    223.00      1.58      0.33     11.02      9.96    -20.90     77.10
  2455518.3999305563047528    -90.03     12.00   1649.34   1290.00    244.00      1.66      0.41     10.86      9.89     -4.70     88.90
  2455518.3999305563047528    -90.03     12.00   1697.31   1484.00    404.00      1.70      0.54      9.73      8.80    -21.70    124.00
  2455518.3999305563047528    -90.03     12.00   1745.27   1520.00    537.00      0.92      0.47     11.14     10.26    -69.30    151.30
  2455518.3999305563047528    -90.03     12.00   1793.24   9999.99   9999.99   9999.99   9999.99     11.14   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   1841.21   9999.99   9999.99   9999.99   9999.99     10.83   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   1889.17   9999.99   9999.99   9999.99   9999.99     10.33   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   1937.14   9999.99   9999.99   9999.99   9999.99     10.33   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   1985.11    466.00    168.00      2.44      1.09     11.16     10.52     18.30    115.50
  2455518.3999305563047528    -90.03     12.00   2033.07   9999.99   9999.99   9999.99   9999.99     11.16   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   2081.04   9999.99   9999.99   9999.99   9999.99     10.75   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   2129.01   9999.99   9999.99   9999.99   9999.99     10.88   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   2176.97   9999.99   9999.99   9999.99   9999.99     10.88   9999.99   9999.99   9999.99
  2455518.3999305563047528    -90.03     12.00   2224.94   2032.00    470.00      6.96      2.21     10.99     10.47   -384.10     73.30
  2455518.4006250007078052    -90.03     12.00    450.17    407.00     72.00      1.00      0.00     10.29      8.74    -90.10      7.60
  2455518.4006250007078052    -90.03     12.00    498.14    459.00     48.00      1.00      0.00     10.31      8.71    -31.60     10.20
  2455518.4006250007078052    -90.03     12.00    546.10    634.00     46.00      0.38      0.06     10.46      8.71    -27.00      9.70
  2455518.4006250007078052    -90.03     12.00    594.07    692.00     32.00      0.60      0.05     10.27      8.39    -22.80      7.60
  2455518.4006250007078052    -90.03     12.00    642.04   1049.00     52.00      0.54      0.05     10.63      8.77    -15.70     10.20
